"PERIOD","ACTUAL_VALUE","INDICATOR_CODE","INDICATOR_NAME",
2017-09-30 00:00:00,6.21,"SAFZAXX01Qa002","Unemployment Total",
2017-12-31 00:00:00,5.88,"SAFZAXX01Qa002","Unemployment Total",
2018-03-31 00:00:00,5.98,"SAFZAXX01Qa002","Unemployment Total",
2018-06-30 00:00:00,6.083,"SAFZAXX01Qa002","Unemployment Total",
2018-09-30 00:00:00,6.209,"SAFZAXX01Qa002","Unemployment Total",
2018-12-31 00:00:00,6.139,"SAFZAXX01Qa002","Unemployment Total",
2019-03-31 00:00:00,6.201,"SAFZAXX01Qa002","Unemployment Total",
2019-06-30 00:00:00,6.655,"SAFZAXX01Qa002","Unemployment Total",
2019-09-30 00:00:00,6.734,"SAFZAXX01Qa002","Unemployment Total",
2019-12-31 00:00:00,6.726,"SAFZAXX01Qa002","Unemployment Total",
2020-03-31 00:00:00,7.07,"SAFZAXX01Qa002","Unemployment Total",
2020-06-30 00:00:00,4.295,"SAFZAXX01Qa002","Unemployment Total",
2020-09-30 00:00:00,6.533,"SAFZAXX01Qa002","Unemployment Total",
2020-12-31 00:00:00,7.233,"SAFZAXX01Qa002","Unemployment Total",
2021-03-31 00:00:00,7.242,"SAFZAXX01Qa002","Unemployment Total",
2021-06-30 00:00:00,7.826,"SAFZAXX01Qa002","Unemployment Total",
2021-09-30 00:00:00,7.6,"SAFZAXX01Qa002","Unemployment Total",
2012-03-31 00:00:00,0.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2012-06-30 00:00:00,0.1,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2012-09-30 00:00:00,0.6,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2012-12-31 00:00:00,0.0,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2013-03-31 00:00:00,0.1,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2013-06-30 00:00:00,-0.3,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2013-09-30 00:00:00,0.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2013-12-31 00:00:00,0.5,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2014-03-31 00:00:00,0.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2014-06-30 00:00:00,1.9,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2014-09-30 00:00:00,-1.7,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2014-12-31 00:00:00,0.4,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2015-03-31 00:00:00,-0.5,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2015-06-30 00:00:00,0.0,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2015-09-30 00:00:00,0.1,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2015-12-31 00:00:00,0.5,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2016-03-31 00:00:00,0.0,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2016-06-30 00:00:00,-1.0,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2016-09-30 00:00:00,0.7,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2016-12-31 00:00:00,0.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2017-03-31 00:00:00,-0.4,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2017-06-30 00:00:00,-0.3,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2017-09-30 00:00:00,-0.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2017-12-31 00:00:00,0.7,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2018-03-31 00:00:00,0.4,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2018-06-30 00:00:00,-0.7,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2018-09-30 00:00:00,0.3,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2018-12-31 00:00:00,0.9,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2019-03-31 00:00:00,0.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2019-06-30 00:00:00,0.0,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2019-09-30 00:00:00,-0.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2019-12-31 00:00:00,0.4,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2020-03-31 00:00:00,-0.4,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2020-06-30 00:00:00,-6.8,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2020-09-30 00:00:00,0.6,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2020-12-31 00:00:00,0.9,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2021-03-31 00:00:00,0.0,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2021-06-30 00:00:00,-0.9,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2021-09-30 00:00:00,0.8,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2021-12-31 00:00:00,1.1,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2022-03-31 00:00:00,0.4,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2022-06-30 00:00:00,-1.2,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2022-09-30 00:00:00,-0.5,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2022-12-31 00:00:00,0.5,"SAFZAXX01Qa003","Non-Farm Payrolls (QoQ)",
2012-03-31 00:00:00,1.1,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2012-06-30 00:00:00,1.6,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2012-09-30 00:00:00,1.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2012-12-31 00:00:00,0.9,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2013-03-31 00:00:00,1.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2013-06-30 00:00:00,0.1,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2013-09-30 00:00:00,0.2,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2013-12-31 00:00:00,0.5,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2014-03-31 00:00:00,0.5,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2014-06-30 00:00:00,2.7,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2014-09-30 00:00:00,1.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2014-12-31 00:00:00,-0.3,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2015-03-31 00:00:00,-0.4,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2015-06-30 00:00:00,-1.8,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2015-09-30 00:00:00,0.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2015-12-31 00:00:00,0.9,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2016-03-31 00:00:00,-0.2,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2016-06-30 00:00:00,0.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2016-09-30 00:00:00,2.8,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2016-12-31 00:00:00,1.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2017-03-31 00:00:00,-0.5,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2017-06-30 00:00:00,0.2,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2017-09-30 00:00:00,-0.1,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2017-12-31 00:00:00,0.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2018-03-31 00:00:00,0.5,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2018-06-30 00:00:00,0.1,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2018-09-30 00:00:00,2.1,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2018-12-31 00:00:00,1.6,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2019-03-31 00:00:00,0.8,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2019-06-30 00:00:00,1.4,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2019-09-30 00:00:00,1.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2019-12-31 00:00:00,0.4,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2020-03-31 00:00:00,-0.3,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2020-06-30 00:00:00,-7.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2020-09-30 00:00:00,-6.2,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2020-12-31 00:00:00,-5.7,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2021-03-31 00:00:00,-5.3,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2021-06-30 00:00:00,0.6,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2021-09-30 00:00:00,2.2,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2021-12-31 00:00:00,2.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2022-03-31 00:00:00,2.0,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2022-06-30 00:00:00,0.7,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2022-09-30 00:00:00,-0.3,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2022-12-31 00:00:00,-0.9,"SAFZAXX01Qa004","Non-Farm Payrolls (YoY)",
2008-03-31 00:00:00,14437.74036,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2008-06-30 00:00:00,14584.49516,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2008-09-30 00:00:00,14548.50954,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2008-12-31 00:00:00,14768.69909,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2009-03-31 00:00:00,14615.50191,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2009-06-30 00:00:00,14356.96047,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2009-09-30 00:00:00,13829.7976,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2009-12-31 00:00:00,13973.03689,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2010-03-31 00:00:00,13797.25288,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2010-06-30 00:00:00,13808.71676,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2010-09-30 00:00:00,13647.7837,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2010-12-31 00:00:00,13898.15127,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2011-03-31 00:00:00,13903.59315,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2011-06-30 00:00:00,13921.80821,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2011-09-30 00:00:00,14118.38507,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2011-12-31 00:00:00,14336.41413,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2012-03-31 00:00:00,14284.0757,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2012-06-30 00:00:00,14330.0156,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2012-09-30 00:00:00,14561.61506,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2012-12-31 00:00:00,14523.8505,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2013-03-31 00:00:00,14558.37501,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2013-06-30 00:00:00,14691.53835,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2013-09-30 00:00:00,15035.84318,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2013-12-31 00:00:00,15176.7548,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2014-03-31 00:00:00,15054.79133,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2014-06-30 00:00:00,15094.24312,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2014-09-30 00:00:00,15116.56866,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2014-12-31 00:00:00,15319.61107,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2015-03-31 00:00:00,15459.41972,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2015-06-30 00:00:00,15657.00277,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2015-09-30 00:00:00,15828.43925,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2015-12-31 00:00:00,16018.06828,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2016-03-31 00:00:00,15674.51335,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2016-06-30 00:00:00,15545.44735,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2016-09-30 00:00:00,15833.19504,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2016-12-31 00:00:00,16068.61214,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2017-03-31 00:00:00,16212.25045,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2017-06-30 00:00:00,16099.70777,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2017-09-30 00:00:00,16191.66989,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2017-12-31 00:00:00,16171.02587,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2018-03-31 00:00:00,16377.52382,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2018-06-30 00:00:00,16287.80347,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2018-09-30 00:00:00,16380.07378,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2018-12-31 00:00:00,16528.6988,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2019-03-31 00:00:00,16291.43625,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2019-06-30 00:00:00,16312.7059,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2019-09-30 00:00:00,16375.00858,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2019-12-31 00:00:00,16420.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2020-03-31 00:00:00,16383.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2020-06-30 00:00:00,14148.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2020-09-30 00:00:00,14691.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2020-12-31 00:00:00,15024.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2021-03-31 00:00:00,14995.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2021-06-30 00:00:00,14942.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2021-09-30 00:00:00,14282.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2021-12-31 00:00:00,14544.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2022-03-31 00:00:00,14914.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2022-06-30 00:00:00,15562.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2022-09-30 00:00:00,15765.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2022-12-31 00:00:00,15934.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2023-03-31 00:00:00,16192.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2023-06-30 00:00:00,16346.0,"SAFZAXX01Qa005","Labor Force Survey Trends - Employed",
2008-03-31 00:00:00,4370.736496,"SAFZAXX01Qa006","Labor Force Survey Trends - Unemployed",
2008-06-30 00:00:00,4266.709108,"SAFZAXX01Qa006","Labor Force Survey Trends - Unemployed",
2008-09-30 00:00:00,4299.328856,"SAFZAXX01Qa006","Labor Force Survey Trends - Unemployed",
2008-12-31 00:00:00,4047.886955,"SAFZAXX01Qa006","Labor Force Survey Trends - Unemployed",
2009-03-31 00:00:00,4366.311801,"SAFZAXX01Qa006","Labor Force Survey Trends - Unemployed",
2009-06-30 00:00:00,4340.903804,"SAFZAXX01Qa006","Labor Force Survey Trends - Unemployed",
